anime_id,top 10 cosine similarities 
33108,"[(29757, 0.99999999999999978), (8659, 0.99999999999999978), (22469, 0.99999999999999978), (15653, 0.99999999999999978), (22467, 0.99999999999999978), (24315, 0.99999999999999978), (8773, 0.99999999999999978), (9910, 0.99999999999999978), (22473, 0.99999999999999978), (8772, 0.99999999999999978)]"
24859,"[(29927, 0.99999999999999978), (26137, 0.99999999999999978), (26135, 0.99999999999999978), (30984, 0.99999999999999978), (9868, 0.99999999999999978), (29273, 0.99999999999999978), (26141, 0.99999999999999978), (25091, 0.99999999999999978), (26139, 0.99999999999999978), (32448, 0.99999999999999978)]"
8723,"[(33994, 1.0), (1015, 1.0), (2424, 1.0), (9023, 1.0), (5710, 1.0), (2518, 1.0), (2954, 1.0), (9340, 1.0), (1684, 1.0), (5947, 1.0)]"
25063,"[(27557, 1.0000000000000002), (578, 0.81649658092772592), (25835, 0.81649658092772592), (759, 0.81649658092772592), (2623, 0.81649658092772592), (2753, 0.81649658092772592), (1824, 0.81649658092772592), (19115, 0.81649658092772592), (2227, 0.81649658092772592), (10500, 0.81649658092772592)]"
6520,"[(2150, 0.89442719099991586), (2805, 0.89442719099991586), (16482, 0.89442719099991586), (31672, 0.89442719099991586), (6024, 0.86602540378443871), (7972, 0.86602540378443871), (2648, 0.86602540378443871), (10115, 0.86602540378443871), (831, 0.86602540378443871), (2651, 0.86602540378443871)]"
8239,"[(10471, 0.99999999999999978), (2141, 0.99999999999999978), (5084, 0.99999999999999978), (4926, 0.99999999999999978), (2913, 0.99999999999999978), (6202, 0.99999999999999978), (2569, 0.99999999999999978), (13029, 0.99999999999999978), (4074, 0.99999999999999978), (2556, 0.99999999999999978)]"
30617,"[(33994, 1.0), (1015, 1.0), (2424, 1.0), (9023, 1.0), (5710, 1.0), (2518, 1.0), (2954, 1.0), (9340, 1.0), (1684, 1.0), (5947, 1.0)]"
8436,"[(2500, 0.99999999999999978), (989, 0.99999999999999978), (12763, 0.99999999999999978), (33978, 0.99999999999999978), (18007, 0.99999999999999978), (10335, 0.99999999999999978), (29782, 0.99999999999999978), (29557, 0.99999999999999978), (27575, 0.99999999999999978), (31405, 0.81649658092772592)]"
31563,"[(6902, 1.0), (8677, 1.0), (8092, 1.0), (3367, 1.0), (3646, 1.0), (2282, 1.0), (5693, 1.0), (19401, 1.0), (3215, 1.0), (4187, 1.0)]"
18821,"[(2427, 1.0000000000000002), (3460, 1.0000000000000002), (2429, 1.0000000000000002), (2279, 1.0000000000000002), (2151, 1.0000000000000002), (1826, 1.0000000000000002), (31231, 1.0000000000000002), (23849, 1.0000000000000002), (25805, 1.0000000000000002), (6275, 1.0000000000000002)]"
19557,"[(1030, 1.0), (4586, 1.0), (15547, 1.0), (8783, 1.0), (9558, 1.0), (9900, 1.0), (28921, 1.0), (6518, 1.0), (8949, 1.0), (22443, 1.0)]"
26285,"[(26271, 1.0), (26277, 1.0), (26273, 1.0), (26275, 1.0), (3744, 0.89442719099991586), (20207, 0.86602540378443871), (26101, 0.86602540378443871), (29653, 0.86602540378443871), (28575, 0.86602540378443871), (26323, 0.86602540378443871)]"
17117,"[(31405, 1.0000000000000002), (3465, 1.0000000000000002), (7014, 0.86602540378443871), (6229, 0.86602540378443871), (6230, 0.86602540378443871), (33129, 0.86602540378443871), (5469, 0.86602540378443871), (578, 0.81649658092772592), (2623, 0.81649658092772592), (2753, 0.81649658092772592)]"
24869,"[(13469, 1.0), (15159, 1.0), (32607, 1.0), (15431, 1.0), (23439, 1.0), (31144, 1.0), (32190, 1.0), (30088, 1.0), (17637, 1.0), (33240, 1.0)]"
29999,"[(33757, 0.99999999999999978), (20471, 0.99999999999999978), (4177, 0.81649658092772592), (2604, 0.81649658092772592), (1584, 0.81649658092772592), (2746, 0.81649658092772592), (3071, 0.81649658092772592), (14629, 0.81649658092772592), (5505, 0.81649658092772592), (2106, 0.81649658092772592)]"
33704,"[(2123, 1.0), (4961, 1.0), (3192, 1.0), (10105, 1.0), (13669, 1.0), (33783, 1.0), (709, 0.89442719099991586), (4186, 0.89442719099991586), (408, 0.89442719099991586), (9332, 0.89442719099991586)]"
33821,"[(578, 0.99999999999999978), (2623, 0.99999999999999978), (2753, 0.99999999999999978), (1824, 0.99999999999999978), (19115, 0.99999999999999978), (2227, 0.99999999999999978), (10500, 0.99999999999999978), (5929, 0.99999999999999978), (9959, 0.99999999999999978), (1329, 0.99999999999999978)]"
3844,"[(19947, 1.0000000000000002), (9243, 1.0000000000000002), (9244, 1.0000000000000002), (9242, 1.0000000000000002), (31051, 0.86602540378443871), (359, 0.86602540378443871), (3825, 0.86602540378443871), (8953, 0.86602540378443871), (5217, 0.81649658092772592), (32483, 0.81649658092772592)]"
22851,"[(32995, 0.99999999999999978), (7720, 0.99999999999999978), (2159, 0.99999999999999978), (30311, 0.99999999999999978), (22673, 0.99999999999999978), (19671, 0.99999999999999978), (9124, 0.99999999999999978), (2228, 0.99999999999999978), (8423, 0.99999999999999978), (6999, 0.99999999999999978)]"
34249,"[(3752, 0.99999999999999978), (5267, 0.99999999999999978), (6554, 0.99999999999999978), (2707, 0.99999999999999978), (3812, 0.99999999999999978), (13679, 0.99999999999999978), (9789, 0.99999999999999978), (29863, 0.99999999999999978), (9395, 0.99999999999999978), (22249, 0.99999999999999978)]"
25089,"[(32948, 0.99999999999999978), (17121, 0.99999999999999978), (20505, 0.99999999999999978), (1116, 0.99999999999999978), (7571, 0.99999999999999978), (16690, 0.99999999999999978), (6397, 0.99999999999999978), (29301, 0.99999999999999978), (23861, 0.99999999999999978), (24647, 0.99999999999999978)]"
29791,"[(1030, 1.0), (4586, 1.0), (15547, 1.0), (8783, 1.0), (9558, 1.0), (9900, 1.0), (28921, 1.0), (6518, 1.0), (8949, 1.0), (22443, 1.0)]"
33232,"[(1488, 0.99999999999999978), (416, 0.84515425472851646), (5854, 0.79999999999999982), (5332, 0.79999999999999982), (7144, 0.79999999999999982), (284, 0.79999999999999982), (1760, 0.79999999999999982), (473, 0.79999999999999982), (1761, 0.79999999999999982), (5293, 0.79999999999999982)]"
7633,"[(7711, 1.0), (5998, 1.0), (24459, 1.0), (2672, 1.0), (2675, 1.0), (2660, 1.0), (2667, 1.0), (2659, 1.0), (2891, 1.0), (6884, 1.0)]"
21761,"[(1030, 1.0), (4586, 1.0), (15547, 1.0), (8783, 1.0), (9558, 1.0), (9900, 1.0), (28921, 1.0), (6518, 1.0), (8949, 1.0), (22443, 1.0)]"
21763,"[(1030, 1.0), (4586, 1.0), (15547, 1.0), (8783, 1.0), (9558, 1.0), (9900, 1.0), (28921, 1.0), (6518, 1.0), (8949, 1.0), (22443, 1.0)]"
21765,"[(1030, 1.0), (4586, 1.0), (15547, 1.0), (8783, 1.0), (9558, 1.0), (9900, 1.0), (28921, 1.0), (6518, 1.0), (8949, 1.0), (22443, 1.0)]"
33342,"[(29757, 0.99999999999999978), (8659, 0.99999999999999978), (22469, 0.99999999999999978), (15653, 0.99999999999999978), (22467, 0.99999999999999978), (24315, 0.99999999999999978), (8773, 0.99999999999999978), (9910, 0.99999999999999978), (22473, 0.99999999999999978), (8772, 0.99999999999999978)]"
22271,"[(14645, 1.0), (12461, 1.0), (21563, 0.89442719099991586), (3043, 0.86602540378443871), (11457, 0.86602540378443871), (5930, 0.86602540378443871), (25681, 0.81649658092772615), (14713, 0.81649658092772615), (1905, 0.81649658092772615), (1906, 0.7559289460184544)]"
24809,"[(33994, 1.0), (1015, 1.0), (2424, 1.0), (9023, 1.0), (5710, 1.0), (2518, 1.0), (2954, 1.0), (9340, 1.0), (1684, 1.0), (5947, 1.0)]"
16261,"[(883, 0.99999999999999978), (8078, 0.99999999999999978), (2884, 0.99999999999999978), (1062, 0.99999999999999978), (23697, 0.99999999999999978), (10802, 0.99999999999999978), (8960, 0.99999999999999978), (5308, 0.99999999999999978), (6484, 0.99999999999999978), (31035, 0.99999999999999978)]"
33044,"[(33994, 1.0), (1015, 1.0), (2424, 1.0), (9023, 1.0), (5710, 1.0), (2518, 1.0), (2954, 1.0), (9340, 1.0), (1684, 1.0), (5947, 1.0)]"
6630,"[(8950, 0.86602540378443871), (9441, 0.81649658092772592), (3199, 0.81649658092772592), (1040, 0.81649658092772592), (4511, 0.81649658092772592), (25085, 0.81649658092772592), (25083, 0.81649658092772592), (3822, 0.81649658092772592), (1839, 0.7745966692414834), (486, 0.66666666666666674)]"
32255,"[(4515, 0.99999999999999978), (32728, 0.99999999999999978), (11693, 0.99999999999999978), (9279, 0.99999999999999978), (28585, 0.99999999999999978), (30926, 0.99999999999999978), (31003, 0.99999999999999978), (26291, 0.99999999999999978), (28551, 0.99999999999999978), (26237, 0.99999999999999978)]"
13947,"[(5273, 1.0), (34178, 1.0), (17819, 1.0), (31559, 1.0), (10346, 1.0), (2316, 1.0), (33031, 1.0), (3874, 1.0), (9916, 1.0), (17092, 1.0)]"
23031,"[(32948, 0.99999999999999978), (17121, 0.99999999999999978), (20505, 0.99999999999999978), (1116, 0.99999999999999978), (7571, 0.99999999999999978), (16690, 0.99999999999999978), (6397, 0.99999999999999978), (29301, 0.99999999999999978), (23861, 0.99999999999999978), (24647, 0.99999999999999978)]"
31693,"[(5273, 1.0), (34178, 1.0), (17819, 1.0), (31559, 1.0), (10346, 1.0), (2316, 1.0), (33031, 1.0), (3874, 1.0), (9916, 1.0), (17092, 1.0)]"
21553,"[(1030, 1.0), (4586, 1.0), (15547, 1.0), (8783, 1.0), (9558, 1.0), (9900, 1.0), (28921, 1.0), (6518, 1.0), (8949, 1.0), (22443, 1.0)]"
28091,"[(6902, 1.0), (8677, 1.0), (8092, 1.0), (3367, 1.0), (3646, 1.0), (2282, 1.0), (5693, 1.0), (19401, 1.0), (3215, 1.0), (4187, 1.0)]"
9796,"[(33994, 1.0), (1015, 1.0), (2424, 1.0), (9023, 1.0), (5710, 1.0), (2518, 1.0), (2954, 1.0), (9340, 1.0), (1684, 1.0), (5947, 1.0)]"
23523,"[(8337, 1.0000000000000002), (31912, 1.0000000000000002), (1827, 0.86602540378443871), (1072, 0.86602540378443871), (11835, 0.86602540378443871), (11841, 0.86602540378443871), (9806, 0.86602540378443871), (1622, 0.86602540378443871), (28045, 0.86602540378443871), (29910, 0.86602540378443871)]"
30152,"[(22789, 0.99999999999999978), (29787, 0.99999999999999978), (10521, 0.99999999999999978), (254, 0.99999999999999978), (3841, 0.99999999999999978), (6956, 0.99999999999999978), (31953, 0.99999999999999978), (4811, 0.99999999999999978), (18119, 0.99999999999999978), (255, 0.99999999999999978)]"
31730,"[(17949, 1.0), (30745, 1.0), (9930, 1.0), (10445, 1.0), (6399, 1.0), (10050, 1.0), (6401, 1.0), (32953, 1.0), (14951, 1.0), (31780, 1.0)]"
20975,"[(3327, 1.0000000000000002), (929, 1.0000000000000002), (5129, 1.0000000000000002), (1598, 1.0000000000000002), (6970, 1.0000000000000002), (3151, 1.0000000000000002), (5372, 1.0000000000000002), (16041, 1.0000000000000002), (890, 0.86602540378443871), (2268, 0.86602540378443871)]"
7715,"[(7711, 1.0), (5998, 1.0), (24459, 1.0), (2672, 1.0), (2675, 1.0), (2660, 1.0), (2667, 1.0), (2659, 1.0), (2891, 1.0), (6884, 1.0)]"
24785,"[(17949, 1.0), (30745, 1.0), (9930, 1.0), (10445, 1.0), (6399, 1.0), (10050, 1.0), (6401, 1.0), (32953, 1.0), (14951, 1.0), (31780, 1.0)]"
12951,"[(3371, 1.0), (2061, 1.0), (2062, 1.0), (2622, 1.0), (12029, 0.89442719099991586), (3016, 0.89442719099991586), (3014, 0.89442719099991586), (2158, 0.89442719099991586), (397, 0.89442719099991586), (23249, 0.89442719099991586)]"
28567,"[(4515, 0.81649658092772592), (32728, 0.81649658092772592), (11693, 0.81649658092772592), (9279, 0.81649658092772592), (28585, 0.81649658092772592), (30926, 0.81649658092772592), (32255, 0.81649658092772592), (31003, 0.81649658092772592), (26291, 0.81649658092772592), (28551, 0.81649658092772592)]"
22247,"[(23539, 0.99999999999999978), (2815, 0.99999999999999978), (5830, 0.99999999999999978), (2611, 0.99999999999999978), (2814, 0.99999999999999978), (4314, 0.99999999999999978), (4316, 0.99999999999999978), (6119, 0.99999999999999978), (5223, 0.99999999999999978), (3704, 0.99999999999999978)]"
29708,"[(22419, 1.0), (28085, 1.0), (8928, 1.0), (33449, 1.0), (22841, 1.0), (29956, 1.0), (30341, 1.0), (31309, 1.0), (28639, 1.0), (30336, 1.0)]"
30519,"[(353, 1.0000000000000002), (505, 1.0000000000000002), (1886, 1.0000000000000002), (351, 1.0000000000000002), (7152, 1.0000000000000002), (29231, 1.0000000000000002), (3875, 1.0000000000000002), (3881, 1.0000000000000002), (17719, 1.0000000000000002), (8443, 1.0000000000000002)]"
30156,"[(353, 1.0000000000000002), (505, 1.0000000000000002), (1886, 1.0000000000000002), (351, 1.0000000000000002), (7152, 1.0000000000000002), (29231, 1.0000000000000002), (3875, 1.0000000000000002), (3881, 1.0000000000000002), (17719, 1.0000000000000002), (8443, 1.0000000000000002)]"
31965,"[(353, 1.0000000000000002), (505, 1.0000000000000002), (1886, 1.0000000000000002), (351, 1.0000000000000002), (7152, 1.0000000000000002), (29231, 1.0000000000000002), (3875, 1.0000000000000002), (3881, 1.0000000000000002), (17719, 1.0000000000000002), (8443, 1.0000000000000002)]"
25963,"[(4060, 0.89442719099991586), (4061, 0.89442719099991586), (7605, 0.89442719099991586), (9768, 0.89442719099991586), (18937, 0.89442719099991586), (15479, 0.89442719099991586), (8595, 0.89442719099991586), (18939, 0.89442719099991586), (18941, 0.89442719099991586), (18943, 0.89442719099991586)]"
26013,"[(20199, 1.0000000000000002), (32956, 0.86602540378443871), (32366, 0.81649658092772592), (31174, 0.81649658092772592), (2743, 0.81649658092772592), (5118, 0.81649658092772592), (32026, 0.81649658092772592), (6064, 0.81649658092772592), (1196, 0.81649658092772592), (23539, 0.81649658092772592)]"
26017,"[(6731, 1.0000000000000002), (29846, 1.0000000000000002), (26011, 1.0000000000000002), (11595, 0.86602540378443871), (29611, 0.86602540378443871), (29613, 0.86602540378443871), (17004, 0.86602540378443871), (16163, 0.86602540378443871), (17006, 0.86602540378443871), (23539, 0.81649658092772592)]"
15787,"[(17949, 1.0), (30745, 1.0), (9930, 1.0), (10445, 1.0), (6399, 1.0), (10050, 1.0), (6401, 1.0), (32953, 1.0), (14951, 1.0), (31780, 1.0)]"
22565,"[(27539, 0.99999999999999978), (3751, 0.99999999999999978), (3720, 0.99999999999999978), (11073, 0.99999999999999978), (9291, 0.99999999999999978), (13935, 0.99999999999999978), (3755, 0.99999999999999978), (3201, 0.99999999999999978), (3202, 0.99999999999999978), (2647, 0.99999999999999978)]"
22451,"[(27539, 0.99999999999999978), (3751, 0.99999999999999978), (3720, 0.99999999999999978), (11073, 0.99999999999999978), (9291, 0.99999999999999978), (13935, 0.99999999999999978), (3755, 0.99999999999999978), (3201, 0.99999999999999978), (3202, 0.99999999999999978), (2647, 0.99999999999999978)]"
17479,"[(1030, 1.0), (4586, 1.0), (15547, 1.0), (8783, 1.0), (9558, 1.0), (9900, 1.0), (28921, 1.0), (6518, 1.0), (8949, 1.0), (22443, 1.0)]"
30124,"[(23539, 0.99999999999999978), (2815, 0.99999999999999978), (5830, 0.99999999999999978), (2611, 0.99999999999999978), (2814, 0.99999999999999978), (4314, 0.99999999999999978), (4316, 0.99999999999999978), (6119, 0.99999999999999978), (5223, 0.99999999999999978), (3704, 0.99999999999999978)]"
30125,"[(33994, 1.0), (1015, 1.0), (2424, 1.0), (9023, 1.0), (5710, 1.0), (2518, 1.0), (2954, 1.0), (9340, 1.0), (1684, 1.0), (5947, 1.0)]"
20383,"[(6112, 0.86602540378443871), (13169, 0.86602540378443871), (511, 0.86602540378443871), (4660, 0.86602540378443871), (16664, 0.81649658092772592), (32380, 0.81649658092772592), (16726, 0.81649658092772592), (9630, 0.81649658092772592), (7857, 0.81649658092772592), (1902, 0.81649658092772592)]"
24373,"[(33994, 1.0), (1015, 1.0), (2424, 1.0), (9023, 1.0), (5710, 1.0), (2518, 1.0), (2954, 1.0), (9340, 1.0), (1684, 1.0), (5947, 1.0)]"
33566,"[(1362, 1.0000000000000002), (2797, 1.0000000000000002), (30268, 1.0000000000000002), (551, 0.86602540378443871), (4437, 0.86602540378443871), (1357, 0.86602540378443871), (6056, 0.86602540378443871), (3864, 0.86602540378443871), (3913, 0.86602540378443871), (17379, 0.86602540378443871)]"
33708,"[(3972, 1.0000000000000002), (6901, 1.0000000000000002), (34077, 1.0000000000000002), (32802, 1.0000000000000002), (31196, 1.0000000000000002), (27815, 1.0000000000000002), (2786, 1.0000000000000002), (13143, 1.0000000000000002), (21523, 1.0000000000000002), (21639, 0.86602540378443871)]"
9284,"[(32995, 0.99999999999999978), (7720, 0.99999999999999978), (2159, 0.99999999999999978), (30311, 0.99999999999999978), (22673, 0.99999999999999978), (19671, 0.99999999999999978), (9124, 0.99999999999999978), (2228, 0.99999999999999978), (8423, 0.99999999999999978), (6999, 0.99999999999999978)]"
18227,"[(2265, 0.99999999999999978), (2734, 0.99999999999999978), (4208, 0.99999999999999978), (4073, 0.99999999999999978), (15879, 0.99999999999999978), (23325, 0.99999999999999978), (15847, 0.99999999999999978), (21077, 0.99999999999999978), (32927, 0.99999999999999978), (25543, 0.99999999999999978)]"
13553,"[(5273, 1.0), (34178, 1.0), (17819, 1.0), (31559, 1.0), (10346, 1.0), (2316, 1.0), (33031, 1.0), (3874, 1.0), (9916, 1.0), (17092, 1.0)]"
30249,"[(5365, 1.0), (6211, 1.0), (29093, 1.0), (1520, 1.0), (2405, 1.0), (2213, 1.0), (1373, 1.0), (1983, 1.0), (1521, 1.0), (10448, 1.0)]"
30093,"[(33994, 1.0), (1015, 1.0), (2424, 1.0), (9023, 1.0), (5710, 1.0), (2518, 1.0), (2954, 1.0), (9340, 1.0), (1684, 1.0), (5947, 1.0)]"
24875,"[(1030, 1.0), (4586, 1.0), (15547, 1.0), (8783, 1.0), (9558, 1.0), (9900, 1.0), (28921, 1.0), (6518, 1.0), (8949, 1.0), (22443, 1.0)]"
30989,"[(33994, 1.0), (1015, 1.0), (2424, 1.0), (9023, 1.0), (5710, 1.0), (2518, 1.0), (2954, 1.0), (9340, 1.0), (1684, 1.0), (5947, 1.0)]"
31662,"[(17949, 1.0), (30745, 1.0), (9930, 1.0), (10445, 1.0), (6399, 1.0), (10050, 1.0), (6401, 1.0), (32953, 1.0), (14951, 1.0), (31780, 1.0)]"
16514,"[(32935, 0.99999999999999978), (28891, 0.99999999999999978), (20583, 0.99999999999999978), (170, 0.99999999999999978), (29755, 0.99999999999999978), (30364, 0.99999999999999978), (9077, 0.99999999999999978), (2499, 0.9128709291752769), (2498, 0.9128709291752769), (1861, 0.9128709291752769)]"
32089,"[(2111, 0.86602540378443871), (34034, 0.86602540378443871), (23511, 0.86602540378443871), (27737, 0.81649658092772592), (32670, 0.81649658092772592), (10526, 0.81649658092772592), (22099, 0.81649658092772592), (32772, 0.81649658092772592), (13041, 0.81649658092772592), (16802, 0.81649658092772592)]"
29359,"[(33994, 1.0), (1015, 1.0), (2424, 1.0), (9023, 1.0), (5710, 1.0), (2518, 1.0), (2954, 1.0), (9340, 1.0), (1684, 1.0), (5947, 1.0)]"
24087,"[(18139, 1.0000000000000002), (32542, 1.0000000000000002), (24365, 1.0000000000000002), (20977, 1.0000000000000002), (3292, 1.0000000000000002), (2744, 1.0000000000000002), (9645, 1.0000000000000002), (11079, 1.0000000000000002), (33524, 1.0000000000000002), (16317, 1.0000000000000002)]"
29351,"[(23539, 0.99999999999999978), (2815, 0.99999999999999978), (5830, 0.99999999999999978), (2611, 0.99999999999999978), (2814, 0.99999999999999978), (4314, 0.99999999999999978), (4316, 0.99999999999999978), (6119, 0.99999999999999978), (5223, 0.99999999999999978), (3704, 0.99999999999999978)]"
29897,"[(6902, 1.0), (8677, 1.0), (8092, 1.0), (3367, 1.0), (3646, 1.0), (2282, 1.0), (5693, 1.0), (19401, 1.0), (3215, 1.0), (4187, 1.0)]"
29710,"[(22419, 1.0), (28085, 1.0), (8928, 1.0), (33449, 1.0), (22841, 1.0), (29956, 1.0), (30341, 1.0), (31309, 1.0), (28639, 1.0), (30336, 1.0)]"
17687,"[(572, 0.99999999999999978), (2890, 0.99999999999999978), (2286, 0.99999999999999978), (2488, 0.99999999999999978), (4726, 0.99999999999999978), (1205, 0.99999999999999978), (5041, 0.99999999999999978), (4798, 0.99999999999999978), (4191, 0.99999999999999978), (2264, 0.99999999999999978)]"
19547,"[(12361, 0.99999999999999978), (24441, 0.99999999999999978), (1733, 0.81649658092772592), (9881, 0.81649658092772592), (16331, 0.81649658092772592), (6675, 0.70710678118654746), (19613, 0.70710678118654746), (33082, 0.70710678118654746), (2608, 0.70710678118654746), (33080, 0.70710678118654746)]"
30984,"[(29927, 0.99999999999999978), (26137, 0.99999999999999978), (26135, 0.99999999999999978), (24859, 0.99999999999999978), (9868, 0.99999999999999978), (29273, 0.99999999999999978), (26141, 0.99999999999999978), (25091, 0.99999999999999978), (26139, 0.99999999999999978), (32448, 0.99999999999999978)]"
33940,"[(32948, 0.99999999999999978), (17121, 0.99999999999999978), (20505, 0.99999999999999978), (1116, 0.99999999999999978), (7571, 0.99999999999999978), (16690, 0.99999999999999978), (6397, 0.99999999999999978), (29301, 0.99999999999999978), (23861, 0.99999999999999978), (24647, 0.99999999999999978)]"
33550,"[(33994, 1.0), (1015, 1.0), (2424, 1.0), (9023, 1.0), (5710, 1.0), (2518, 1.0), (2954, 1.0), (9340, 1.0), (1684, 1.0), (5947, 1.0)]"
9955,"[(15077, 0.99999999999999978), (2950, 0.99999999999999978), (9119, 0.99999999999999978), (7547, 0.99999999999999978), (31111, 0.99999999999999978), (29385, 0.99999999999999978), (29349, 0.99999999999999978), (23973, 0.99999999999999978), (30118, 0.99999999999999978), (20755, 0.99999999999999978)]"
9613,"[(30839, 1.0), (1759, 0.89442719099991586), (4334, 0.86602540378443871), (9121, 0.86602540378443871), (1314, 0.86602540378443871), (11043, 0.86602540378443871), (16794, 0.86602540378443871), (19989, 0.86602540378443871), (28977, 0.7559289460184544), (9969, 0.7559289460184544)]"
30839,"[(9613, 1.0), (1759, 0.89442719099991586), (4334, 0.86602540378443871), (9121, 0.86602540378443871), (1314, 0.86602540378443871), (11043, 0.86602540378443871), (16794, 0.86602540378443871), (19989, 0.86602540378443871), (28977, 0.7559289460184544), (9969, 0.7559289460184544)]"
33712,"[(306, 1.0), (30782, 1.0), (31283, 0.89442719099991586), (23619, 0.86602540378443871), (870, 0.86602540378443871), (7774, 0.86602540378443871), (4361, 0.86602540378443871), (9924, 0.86602540378443871), (12685, 0.86602540378443871), (33011, 0.86602540378443871)]"
3909,"[(32380, 0.99999999999999978), (16726, 0.99999999999999978), (1902, 0.99999999999999978), (8648, 0.99999999999999978), (3037, 0.99999999999999978), (33208, 0.99999999999999978), (2687, 0.99999999999999978), (6743, 0.99999999999999978), (1193, 0.99999999999999978), (33038, 0.99999999999999978)]"
5478,"[(2427, 1.0000000000000002), (3460, 1.0000000000000002), (2429, 1.0000000000000002), (2279, 1.0000000000000002), (2151, 1.0000000000000002), (1826, 1.0000000000000002), (31231, 1.0000000000000002), (23849, 1.0000000000000002), (25805, 1.0000000000000002), (6275, 1.0000000000000002)]"
10203,"[(8956, 1.0000000000000002), (5189, 1.0000000000000002), (4013, 1.0000000000000002), (7867, 1.0000000000000002), (10200, 1.0000000000000002), (30410, 1.0000000000000002), (9204, 0.86602540378443871), (2820, 0.86602540378443871), (2111, 0.86602540378443871), (7695, 0.86602540378443871)]"
10200,"[(8956, 1.0000000000000002), (5189, 1.0000000000000002), (4013, 1.0000000000000002), (7867, 1.0000000000000002), (10203, 1.0000000000000002), (30410, 1.0000000000000002), (9204, 0.86602540378443871), (2820, 0.86602540378443871), (2111, 0.86602540378443871), (7695, 0.86602540378443871)]"
29373,"[(3752, 0.99999999999999978), (5267, 0.99999999999999978), (6554, 0.99999999999999978), (2707, 0.99999999999999978), (3812, 0.99999999999999978), (13679, 0.99999999999999978), (9789, 0.99999999999999978), (29863, 0.99999999999999978), (9395, 0.99999999999999978), (22249, 0.99999999999999978)]"
8520,"[(23539, 0.99999999999999978), (2815, 0.99999999999999978), (5830, 0.99999999999999978), (2611, 0.99999999999999978), (2814, 0.99999999999999978), (4314, 0.99999999999999978), (4316, 0.99999999999999978), (6119, 0.99999999999999978), (5223, 0.99999999999999978), (3704, 0.99999999999999978)]"
8521,"[(23539, 0.99999999999999978), (2815, 0.99999999999999978), (5830, 0.99999999999999978), (2611, 0.99999999999999978), (2814, 0.99999999999999978), (4314, 0.99999999999999978), (4316, 0.99999999999999978), (6119, 0.99999999999999978), (5223, 0.99999999999999978), (3704, 0.99999999999999978)]"
9812,"[(33994, 1.0), (1015, 1.0), (2424, 1.0), (9023, 1.0), (5710, 1.0), (2518, 1.0), (2954, 1.0), (9340, 1.0), (1684, 1.0), (5947, 1.0)]"
33950,"[(22043, 0.9128709291752769), (6702, 0.9128709291752769), (12049, 0.9128709291752769), (18393, 0.9128709291752769), (30778, 0.9128709291752769), (31706, 0.89442719099991586), (20509, 0.89442719099991586), (2113, 0.89442719099991586), (14829, 0.89442719099991586), (17391, 0.89442719099991586)]"
24793,"[(33994, 1.0), (1015, 1.0), (2424, 1.0), (9023, 1.0), (5710, 1.0), (2518, 1.0), (2954, 1.0), (9340, 1.0), (1684, 1.0), (5947, 1.0)]"
4680,"[(6902, 1.0), (8677, 1.0), (8092, 1.0), (3367, 1.0), (3646, 1.0), (2282, 1.0), (5693, 1.0), (19401, 1.0), (3215, 1.0), (4187, 1.0)]"
29886,"[(572, 0.99999999999999978), (2890, 0.99999999999999978), (2286, 0.99999999999999978), (2488, 0.99999999999999978), (4726, 0.99999999999999978), (1205, 0.99999999999999978), (5041, 0.99999999999999978), (4798, 0.99999999999999978), (4191, 0.99999999999999978), (2264, 0.99999999999999978)]"
23731,"[(1030, 1.0), (4586, 1.0), (15547, 1.0), (8783, 1.0), (9558, 1.0), (9900, 1.0), (28921, 1.0), (6518, 1.0), (8949, 1.0), (22443, 1.0)]"
31003,"[(4515, 0.99999999999999978), (32728, 0.99999999999999978), (11693, 0.99999999999999978), (9279, 0.99999999999999978), (28585, 0.99999999999999978), (30926, 0.99999999999999978), (32255, 0.99999999999999978), (26291, 0.99999999999999978), (28551, 0.99999999999999978), (26237, 0.99999999999999978)]"
20207,"[(26101, 1.0000000000000002), (28575, 1.0000000000000002), (26323, 1.0000000000000002), (26299, 1.0000000000000002), (26297, 1.0000000000000002), (26119, 1.0000000000000002), (31016, 1.0000000000000002), (31015, 1.0000000000000002), (28577, 1.0000000000000002), (26281, 1.0000000000000002)]"
26291,"[(4515, 0.99999999999999978), (32728, 0.99999999999999978), (11693, 0.99999999999999978), (9279, 0.99999999999999978), (28585, 0.99999999999999978), (30926, 0.99999999999999978), (32255, 0.99999999999999978), (31003, 0.99999999999999978), (28551, 0.99999999999999978), (26237, 0.99999999999999978)]"
20189,"[(2427, 1.0000000000000002), (3460, 1.0000000000000002), (2429, 1.0000000000000002), (2279, 1.0000000000000002), (2151, 1.0000000000000002), (1826, 1.0000000000000002), (31231, 1.0000000000000002), (23849, 1.0000000000000002), (25805, 1.0000000000000002), (6275, 1.0000000000000002)]"
26101,"[(20207, 1.0000000000000002), (28575, 1.0000000000000002), (26323, 1.0000000000000002), (26299, 1.0000000000000002), (26297, 1.0000000000000002), (26119, 1.0000000000000002), (31016, 1.0000000000000002), (31015, 1.0000000000000002), (28577, 1.0000000000000002), (26281, 1.0000000000000002)]"
