anime_id,top 10 cosine similarities 
286,"[(890, 1.0), (2268, 1.0), (2337, 1.0), (1212, 1.0), (1347, 1.0), (568, 1.0), (3561, 1.0), (956, 1.0), (561, 1.0), (1166, 1.0)]"
23237,"[(33994, 1.0), (1015, 1.0), (2424, 1.0), (9023, 1.0), (5710, 1.0), (2518, 1.0), (2954, 1.0), (9340, 1.0), (1684, 1.0), (5947, 1.0)]"
6217,"[(2450, 1.0000000000000002), (966, 1.0000000000000002), (8369, 1.0000000000000002), (6460, 1.0000000000000002), (8359, 1.0000000000000002), (8363, 1.0000000000000002), (8364, 1.0000000000000002), (8362, 1.0000000000000002), (3745, 1.0000000000000002), (8358, 1.0000000000000002)]"
992,"[(21653, 0.9128709291752769), (9041, 0.9128709291752769), (10794, 0.9128709291752769), (20045, 0.9128709291752769), (2205, 0.9128709291752769), (18247, 0.9128709291752769), (1232, 0.9128709291752769), (833, 0.9128709291752769), (1133, 0.86602540378443871), (540, 0.83333333333333348)]"
19067,"[(30039, 1.0), (21835, 1.0), (32785, 1.0), (24675, 1.0), (3724, 1.0), (22735, 1.0), (31102, 1.0), (33690, 1.0), (20087, 1.0), (9822, 1.0)]"
2815,"[(23539, 0.99999999999999978), (5830, 0.99999999999999978), (2611, 0.99999999999999978), (2814, 0.99999999999999978), (4314, 0.99999999999999978), (4316, 0.99999999999999978), (6119, 0.99999999999999978), (5223, 0.99999999999999978), (3704, 0.99999999999999978), (2233, 0.99999999999999978)]"
2132,"[(12549, 0.89442719099991586), (1749, 0.89442719099991586), (1750, 0.89442719099991586), (15325, 0.89442719099991586), (8889, 0.89442719099991586), (3090, 0.79999999999999982), (880, 0.79999999999999982), (304, 0.79999999999999982), (2198, 0.79999999999999982), (1003, 0.79999999999999982)]"
5978,"[(33255, 1.0), (3958, 1.0), (20359, 1.0), (10338, 1.0), (19469, 1.0), (33731, 1.0), (16011, 0.89442719099991586), (31610, 0.89442719099991586), (28423, 0.89442719099991586), (29087, 0.89442719099991586)]"
3110,"[(578, 0.99999999999999978), (2623, 0.99999999999999978), (2753, 0.99999999999999978), (1824, 0.99999999999999978), (19115, 0.99999999999999978), (2227, 0.99999999999999978), (10500, 0.99999999999999978), (5929, 0.99999999999999978), (9959, 0.99999999999999978), (1329, 0.99999999999999978)]"
17741,"[(1689, 1.0000000000000002), (1029, 1.0000000000000002), (147, 1.0000000000000002), (963, 1.0000000000000002), (20649, 1.0000000000000002), (670, 1.0000000000000002), (148, 1.0000000000000002), (8713, 1.0000000000000002), (3120, 1.0000000000000002), (28959, 1.0000000000000002)]"
1436,"[(1482, 1.0), (27947, 1.0), (1425, 1.0), (1412, 1.0), (1426, 1.0), (1419, 1.0), (1432, 1.0), (11777, 1.0), (33074, 1.0), (1422, 1.0)]"
252,"[(1611, 0.7559289460184544), (14075, 0.71428571428571419), (3091, 0.6761234037828131), (4918, 0.6761234037828131), (861, 0.6761234037828131), (793, 0.6761234037828131), (335, 0.6761234037828131), (1243, 0.6761234037828131), (782, 0.6761234037828131), (21557, 0.6546536707079772)]"
10690,"[(1829, 0.81649658092772592), (7135, 0.81649658092772592), (25939, 0.81649658092772592), (2766, 0.81649658092772592), (1044, 0.81649658092772592), (22361, 0.81649658092772592), (3845, 0.81649658092772592), (2365, 0.81649658092772592), (1567, 0.70710678118654746), (2409, 0.70710678118654746)]"
4997,"[(276, 0.99999999999999978), (632, 0.99999999999999978), (277, 0.9128709291752769), (1790, 0.9128709291752769), (443, 0.89442719099991586), (631, 0.89442719099991586), (7066, 0.89442719099991586), (817, 0.89442719099991586), (1234, 0.89442719099991586), (1625, 0.84515425472851646)]"
33003,"[(11741, 1.0), (10087, 0.86602540378443871), (19703, 0.86602540378443871), (25015, 0.86602540378443871), (1815, 0.86602540378443871), (13183, 0.86602540378443871), (15359, 0.86602540378443871), (10893, 0.86602540378443871), (20723, 0.86602540378443871), (19871, 0.86602540378443871)]"
442,"[(479, 0.9128709291752769), (129, 0.9128709291752769), (419, 0.9128709291752769), (449, 0.86602540378443871), (31933, 0.83333333333333348), (154, 0.83333333333333348), (834, 0.83333333333333348), (936, 0.83333333333333348), (451, 0.81649658092772615), (5091, 0.81649658092772615)]"
31404,"[(11161, 0.89442719099991586), (18095, 0.89442719099991586), (12581, 0.89442719099991586), (4451, 0.89442719099991586), (1786, 0.89442719099991586), (881, 0.89442719099991586), (30240, 0.79999999999999982), (32485, 0.79999999999999982), (23277, 0.79999999999999982), (10110, 0.79999999999999982)]"
10302,"[(5845, 1.0), (28237, 1.0), (32014, 1.0), (20159, 0.89442719099991586), (31592, 0.89442719099991586), (552, 0.89442719099991586), (23301, 0.89442719099991586), (19291, 0.89442719099991586), (527, 0.89442719099991586), (1565, 0.89442719099991586)]"
11569,"[(30103, 1.0), (1642, 0.86602540378443871), (12221, 0.86602540378443871), (3754, 0.86602540378443871), (17497, 0.86602540378443871), (12963, 0.86602540378443871), (10359, 0.86602540378443871), (6008, 0.86602540378443871), (12965, 0.86602540378443871), (10736, 0.86602540378443871)]"
33713,"[(366, 0.99999999999999978), (25, 0.9128709291752769), (12343, 0.9128709291752769), (1802, 0.9128709291752769), (12347, 0.9128709291752769), (20945, 0.89442719099991586), (31930, 0.89442719099991586), (32214, 0.89442719099991586), (8553, 0.89442719099991586), (6443, 0.89442719099991586)]"
17391,"[(10033, 0.89442719099991586), (18523, 0.89442719099991586), (16287, 0.89442719099991586), (5252, 0.89442719099991586), (15751, 0.89442719099991586), (2472, 0.89442719099991586), (10444, 0.89442719099991586), (738, 0.89442719099991586), (9999, 0.89442719099991586), (12001, 0.89442719099991586)]"
27441,"[(3702, 0.99999999999999978), (1655, 0.99999999999999978), (6713, 0.99999999999999978), (32977, 0.99999999999999978), (32038, 0.99999999999999978), (30218, 0.99999999999999978), (31540, 0.99999999999999978), (32039, 0.99999999999999978), (31072, 0.99999999999999978), (6641, 0.99999999999999978)]"
32038,"[(3702, 0.99999999999999978), (1655, 0.99999999999999978), (6713, 0.99999999999999978), (32977, 0.99999999999999978), (27441, 0.99999999999999978), (30218, 0.99999999999999978), (31540, 0.99999999999999978), (32039, 0.99999999999999978), (31072, 0.99999999999999978), (6641, 0.99999999999999978)]"
2586,"[(2585, 1.0), (1504, 1.0), (85, 0.89442719099991586), (87, 0.89442719099991586), (7270, 0.89442719099991586), (30549, 0.89442719099991586), (2257, 0.89442719099991586), (1241, 0.89442719099991586), (560, 0.89442719099991586), (8098, 0.89442719099991586)]"
1602,"[(85, 0.9128709291752769), (87, 0.9128709291752769), (1241, 0.9128709291752769), (1969, 0.9128709291752769), (1967, 0.9128709291752769), (89, 0.9128709291752769), (88, 0.9128709291752769), (6336, 0.83333333333333348), (2581, 0.83333333333333348), (3927, 0.83333333333333348)]"
2011,"[(2014, 1.0), (3000, 1.0), (2010, 1.0), (2013, 0.89442719099991586), (29437, 0.89442719099991586), (31754, 0.86602540378443871), (2589, 0.86602540378443871), (19759, 0.86602540378443871), (2463, 0.86602540378443871), (5225, 0.86602540378443871)]"
6312,"[(1803, 0.89442719099991586), (1795, 0.89442719099991586), (1794, 0.89442719099991586), (882, 0.86602540378443871), (5265, 0.86602540378443871), (3127, 0.86602540378443871), (17843, 0.86602540378443871), (28057, 0.86602540378443871), (18521, 0.86602540378443871), (6067, 0.86602540378443871)]"
3137,"[(2416, 0.99999999999999978), (2415, 0.99999999999999978), (10370, 0.99999999999999978), (13231, 0.99999999999999978), (21479, 0.99999999999999978), (8410, 0.81649658092772592), (234, 0.81649658092772592), (8245, 0.81649658092772592), (5962, 0.81649658092772592), (1391, 0.70710678118654746)]"
1922,"[(1921, 1.0000000000000002), (1293, 1.0000000000000002), (1924, 1.0000000000000002), (1920, 1.0000000000000002), (1925, 1.0000000000000002), (1481, 1.0000000000000002), (1923, 1.0000000000000002), (1226, 0.92582009977255142), (3175, 0.9128709291752769), (5293, 0.9128709291752769)]"
30419,"[(6361, 0.99999999999999978), (21189, 0.99999999999999978), (28841, 0.99999999999999978), (19023, 0.99999999999999978), (21065, 0.99999999999999978), (21333, 0.99999999999999978), (671, 0.99999999999999978), (3819, 0.99999999999999978), (25833, 0.99999999999999978), (16233, 0.99999999999999978)]"
548,"[(1130, 0.89442719099991586), (5293, 0.89442719099991586), (27775, 0.86602540378443871), (1303, 0.86602540378443871), (609, 0.86602540378443871), (5220, 0.86602540378443871), (17677, 0.86602540378443871), (358, 0.86602540378443871), (919, 0.86602540378443871), (622, 0.86602540378443871)]"
31588,"[(2986, 0.86602540378443871), (24159, 0.86602540378443871), (7092, 0.86602540378443871), (32483, 0.81649658092772592), (8042, 0.81649658092772592), (22831, 0.81649658092772592), (33798, 0.81649658092772592), (11593, 0.81649658092772592), (10323, 0.81649658092772592), (19063, 0.81649658092772592)]"
7152,"[(353, 1.0000000000000002), (505, 1.0000000000000002), (1886, 1.0000000000000002), (351, 1.0000000000000002), (29231, 1.0000000000000002), (3875, 1.0000000000000002), (3881, 1.0000000000000002), (17719, 1.0000000000000002), (8443, 1.0000000000000002), (3863, 1.0000000000000002)]"
1051,"[(22677, 0.9128709291752769), (285, 0.9128709291752769), (2060, 0.9128709291752769), (2066, 0.9128709291752769), (8888, 0.89442719099991586), (16524, 0.89442719099991586), (6291, 0.89442719099991586), (2969, 0.89442719099991586), (23319, 0.89442719099991586), (27829, 0.89442719099991586)]"
1554,"[(10389, 0.99999999999999978), (7510, 0.99999999999999978), (675, 0.99999999999999978), (32581, 0.99999999999999978), (33801, 0.99999999999999978), (199, 0.81649658092772592), (9989, 0.81649658092772592), (15039, 0.81649658092772592), (8142, 0.81649658092772592), (10067, 0.81649658092772592)]"
751,"[(6115, 0.9128709291752769), (1418, 0.9128709291752769), (1439, 0.9128709291752769), (1437, 0.9128709291752769), (1421, 0.9128709291752769), (1435, 0.9128709291752769), (15783, 0.9128709291752769), (222, 0.9128709291752769), (2422, 0.9128709291752769), (25, 0.83333333333333348)]"
34077,"[(3972, 1.0000000000000002), (6901, 1.0000000000000002), (32802, 1.0000000000000002), (31196, 1.0000000000000002), (27815, 1.0000000000000002), (2786, 1.0000000000000002), (13143, 1.0000000000000002), (21523, 1.0000000000000002), (33708, 1.0000000000000002), (21639, 0.86602540378443871)]"
3432,"[(10852, 1.0), (2001, 0.89442719099991586), (763, 0.89442719099991586), (3352, 0.89442719099991586), (712, 0.89442719099991586), (10622, 0.89442719099991586), (4504, 0.89442719099991586), (4154, 0.89442719099991586), (5475, 0.89442719099991586), (8853, 0.89442719099991586)]"
30383,"[(31530, 0.99999999999999978), (14293, 0.81649658092772592), (1177, 0.81649658092772592), (10801, 0.81649658092772592), (18481, 0.81649658092772592), (13429, 0.70710678118654746), (3268, 0.70710678118654746), (344, 0.70710678118654746), (13599, 0.70710678118654746), (9925, 0.70710678118654746)]"
2913,"[(10471, 0.99999999999999978), (2141, 0.99999999999999978), (5084, 0.99999999999999978), (4926, 0.99999999999999978), (6202, 0.99999999999999978), (2569, 0.99999999999999978), (13029, 0.99999999999999978), (4074, 0.99999999999999978), (2556, 0.99999999999999978), (2314, 0.99999999999999978)]"
3033,"[(1050, 1.0), (1891, 1.0), (1138, 1.0), (1892, 1.0), (2263, 1.0), (1247, 1.0), (1159, 1.0), (986, 0.89442719099991586), (905, 0.89442719099991586), (901, 0.89442719099991586)]"
1803,"[(1795, 0.99999999999999978), (1794, 0.99999999999999978), (12343, 0.9128709291752769), (1802, 0.9128709291752769), (12347, 0.9128709291752769), (1352, 0.89442719099991586), (4200, 0.89442719099991586), (424, 0.89442719099991586), (1796, 0.89442719099991586), (6312, 0.89442719099991586)]"
16385,"[(11783, 1.0), (27825, 1.0), (3594, 1.0), (10155, 1.0), (7109, 1.0), (17419, 1.0), (29413, 1.0), (2031, 1.0), (7522, 1.0), (2778, 1.0)]"
1045,"[(495, 0.92582009977255142), (9982, 0.9128709291752769), (331, 0.9128709291752769), (32930, 0.9128709291752769), (332, 0.9128709291752769), (869, 0.9128709291752769), (868, 0.9128709291752769), (536, 0.9128709291752769), (866, 0.9128709291752769), (1164, 0.9128709291752769)]"
5267,"[(3752, 0.99999999999999978), (6554, 0.99999999999999978), (2707, 0.99999999999999978), (3812, 0.99999999999999978), (13679, 0.99999999999999978), (9789, 0.99999999999999978), (29863, 0.99999999999999978), (9395, 0.99999999999999978), (22249, 0.99999999999999978), (9792, 0.99999999999999978)]"
4476,"[(572, 0.99999999999999978), (2890, 0.99999999999999978), (2286, 0.99999999999999978), (2488, 0.99999999999999978), (4726, 0.99999999999999978), (1205, 0.99999999999999978), (5041, 0.99999999999999978), (4798, 0.99999999999999978), (4191, 0.99999999999999978), (2264, 0.99999999999999978)]"
3327,"[(929, 1.0000000000000002), (5129, 1.0000000000000002), (1598, 1.0000000000000002), (6970, 1.0000000000000002), (3151, 1.0000000000000002), (5372, 1.0000000000000002), (20975, 1.0000000000000002), (16041, 1.0000000000000002), (890, 0.86602540378443871), (2268, 0.86602540378443871)]"
9723,"[(13119, 0.86602540378443871), (13117, 0.86602540378443871), (9065, 0.86602540378443871), (13115, 0.86602540378443871), (6895, 0.86602540378443871), (11663, 0.79056941504209477), (31229, 0.72168783648703227), (13335, 0.70710678118654746), (1576, 0.70710678118654746), (3248, 0.70710678118654746)]"
1592,"[(718, 0.99999999999999978), (1453, 0.89442719099991586), (9289, 0.89442719099991586), (852, 0.89442719099991586), (23227, 0.89442719099991586), (1214, 0.89442719099991586), (694, 0.89442719099991586), (119, 0.89442719099991586), (18857, 0.89442719099991586), (470, 0.89442719099991586)]"
7728,"[(270, 0.89442719099991586), (11077, 0.89442719099991586), (27, 0.86602540378443871), (6747, 0.86602540378443871), (10372, 0.86602540378443871), (8211, 0.86602540378443871), (33985, 0.86602540378443871), (31966, 0.86602540378443871), (18723, 0.86602540378443871), (18919, 0.86602540378443871)]"
20673,"[(9760, 1.0000000000000002), (3809, 1.0000000000000002), (16586, 1.0000000000000002), (431, 0.86602540378443871), (5341, 0.86602540378443871), (513, 0.86602540378443871), (2966, 0.86602540378443871), (22101, 0.86602540378443871), (2817, 0.86602540378443871), (117, 0.86602540378443871)]"
1025,"[(9617, 0.7745966692414834), (1919, 0.7745966692414834), (21435, 0.7745966692414834), (800, 0.7745966692414834), (23871, 0.7745966692414834), (14355, 0.7745966692414834), (18781, 0.7745966692414834), (15781, 0.7745966692414834), (31560, 0.7745966692414834), (30384, 0.7745966692414834)]"
2130,"[(9159, 0.9128709291752769), (1498, 0.83333333333333348), (4038, 0.81649658092772615), (3861, 0.81649658092772615), (7745, 0.81649658092772615), (10681, 0.81649658092772615), (2404, 0.81649658092772615), (9127, 0.81649658092772615), (5849, 0.81649658092772615), (4853, 0.81649658092772615)]"
33511,"[(851, 0.99999999999999978), (28, 0.99999999999999978), (8532, 0.99999999999999978), (3437, 0.99999999999999978), (2716, 0.99999999999999978), (1199, 0.99999999999999978), (32634, 0.99999999999999978), (10114, 0.99999999999999978), (32625, 0.99999999999999978), (2710, 0.99999999999999978)]"
1434,"[(1482, 1.0), (27947, 1.0), (1425, 1.0), (1412, 1.0), (1426, 1.0), (1419, 1.0), (1432, 1.0), (11777, 1.0), (33074, 1.0), (1422, 1.0)]"
8097,"[(1430, 1.0000000000000002), (1478, 1.0000000000000002), (1424, 1.0000000000000002), (792, 1.0000000000000002), (418, 1.0000000000000002), (5019, 1.0000000000000002), (13247, 1.0000000000000002), (2503, 1.0000000000000002), (761, 1.0000000000000002), (1428, 1.0000000000000002)]"
8666,"[(1064, 0.99999999999999978), (3837, 0.99999999999999978), (1398, 0.99999999999999978), (1149, 0.99999999999999978), (2284, 0.99999999999999978), (764, 0.9128709291752769), (1194, 0.9128709291752769), (1816, 0.9128709291752769), (10263, 0.9128709291752769), (890, 0.89442719099991586)]"
620,"[(2017, 1.0), (2016, 1.0), (7112, 0.86602540378443871), (8162, 0.86602540378443871), (33144, 0.86602540378443871), (2683, 0.7559289460184544), (28623, 0.75), (1109, 0.75), (32438, 0.75), (33519, 0.75)]"
7308,"[(302, 1.0000000000000002), (2613, 1.0000000000000002), (2614, 1.0000000000000002), (5037, 1.0000000000000002), (1169, 1.0000000000000002), (7285, 1.0000000000000002), (10118, 1.0000000000000002), (1154, 1.0000000000000002), (8563, 1.0000000000000002), (2236, 0.86602540378443871)]"
2298,"[(33041, 1.0), (4503, 1.0), (6087, 1.0), (1682, 1.0), (32023, 1.0), (5052, 1.0), (33051, 0.89442719099991586), (31251, 0.89442719099991586), (7270, 0.89442719099991586), (30549, 0.89442719099991586)]"
1688,"[(33299, 0.86602540378443871), (179, 0.86602540378443871), (32202, 0.86602540378443871), (3301, 0.86602540378443871), (31245, 0.81649658092772592), (9117, 0.81649658092772592), (4205, 0.81649658092772592), (2231, 0.81649658092772592), (10595, 0.81649658092772592), (3011, 0.81649658092772592)]"
1209,"[(19613, 0.86602540378443871), (2608, 0.86602540378443871), (9646, 0.86602540378443871), (1519, 0.81649658092772592), (889, 0.81649658092772592), (4901, 0.81649658092772592), (5593, 0.81649658092772592), (5356, 0.81649658092772592), (5217, 0.81649658092772592), (9706, 0.81649658092772592)]"
2489,"[(4114, 1.0000000000000002), (10842, 1.0000000000000002), (367, 1.0000000000000002), (32094, 1.0000000000000002), (5520, 1.0000000000000002), (18851, 1.0000000000000002), (5938, 1.0000000000000002), (5466, 1.0000000000000002), (17681, 1.0000000000000002), (1990, 1.0000000000000002)]"
10108,"[(33994, 1.0), (1015, 1.0), (2424, 1.0), (9023, 1.0), (5710, 1.0), (2518, 1.0), (2954, 1.0), (9340, 1.0), (1684, 1.0), (5947, 1.0)]"
24211,"[(4190, 1.0000000000000002), (16928, 1.0000000000000002), (10347, 1.0000000000000002), (11389, 1.0000000000000002), (427, 0.86602540378443871), (30370, 0.86602540378443871), (1376, 0.86602540378443871), (327, 0.86602540378443871), (1931, 0.86602540378443871), (352, 0.86602540378443871)]"
325,"[(1222, 1.0), (1718, 1.0), (158, 0.89442719099991586), (3335, 0.89442719099991586), (10481, 0.89442719099991586), (328, 0.89442719099991586), (7575, 0.89442719099991586), (23177, 0.89442719099991586), (1689, 0.86602540378443871), (5835, 0.86602540378443871)]"
1118,"[(528, 1.0000000000000002), (1313, 1.0000000000000002), (2847, 1.0000000000000002), (6178, 1.0000000000000002), (1709, 1.0000000000000002), (12671, 1.0000000000000002), (20159, 0.9128709291752769), (31592, 0.9128709291752769), (552, 0.9128709291752769), (23301, 0.9128709291752769)]"
23285,"[(6024, 1.0000000000000002), (7972, 1.0000000000000002), (7643, 1.0000000000000002), (32664, 1.0000000000000002), (4782, 1.0000000000000002), (3823, 1.0000000000000002), (7176, 1.0000000000000002), (5304, 1.0000000000000002), (30342, 1.0000000000000002), (25871, 1.0000000000000002)]"
907,"[(9366, 1.0000000000000002), (3203, 1.0000000000000002), (10298, 1.0000000000000002), (30625, 1.0000000000000002), (31738, 1.0000000000000002), (17835, 1.0000000000000002), (7054, 0.86602540378443871), (74, 0.86602540378443871), (3470, 0.86602540378443871), (2923, 0.86602540378443871)]"
23135,"[(22819, 1.0), (15061, 1.0), (31919, 1.0), (32717, 1.0), (31485, 1.0), (32806, 1.0), (31055, 1.0), (24997, 0.86602540378443871), (19111, 0.86602540378443871), (15051, 0.86602540378443871)]"
28617,"[(7739, 0.89442719099991586), (6030, 0.79999999999999982), (21603, 0.79999999999999982), (33852, 0.79999999999999982), (579, 0.7745966692414834), (3085, 0.7745966692414834), (9515, 0.7745966692414834), (21599, 0.7745966692414834), (3787, 0.7745966692414834), (3095, 0.7745966692414834)]"
758,"[(1832, 0.9128709291752769), (165, 0.86602540378443871), (30, 0.83333333333333348), (2795, 0.83333333333333348), (23133, 0.83333333333333348), (32086, 0.83333333333333348), (1690, 0.81649658092772615), (26, 0.81649658092772615), (31, 0.81649658092772615), (878, 0.81649658092772615)]"
151,"[(31930, 0.89442719099991586), (24751, 0.89442719099991586), (32214, 0.89442719099991586), (321, 0.89442719099991586), (6030, 0.79999999999999982), (33713, 0.79999999999999982), (10076, 0.79999999999999982), (374, 0.79999999999999982), (767, 0.79999999999999982), (366, 0.79999999999999982)]"
917,"[(19613, 0.75), (1372, 0.75), (2608, 0.75), (1577, 0.75), (650, 0.75), (4162, 0.75), (9646, 0.75), (1740, 0.75), (1519, 0.70710678118654746), (889, 0.70710678118654746)]"
22663,"[(22877, 0.86602540378443871), (30749, 0.86602540378443871), (2787, 0.83333333333333348), (355, 0.83333333333333348), (6572, 0.83333333333333348), (25397, 0.83333333333333348), (28285, 0.81649658092772615), (30544, 0.81649658092772615), (24873, 0.81649658092772615), (25157, 0.7745966692414834)]"
6974,"[(7311, 0.9128709291752769), (2967, 0.79999999999999982), (31181, 0.7745966692414834), (11597, 0.7745966692414834), (28025, 0.7745966692414834), (21855, 0.7745966692414834), (32268, 0.7745966692414834), (3001, 0.7745966692414834), (13409, 0.7745966692414834), (9220, 0.7745966692414834)]"
4021,"[(507, 0.86602540378443871), (1562, 0.81649658092772592), (11911, 0.81649658092772592), (1300, 0.81649658092772592), (18599, 0.81649658092772592), (10958, 0.81649658092772592), (15893, 0.81649658092772592), (31471, 0.81649658092772592), (30438, 0.81649658092772592), (23779, 0.81649658092772592)]"
5220,"[(1303, 1.0000000000000002), (17677, 1.0000000000000002), (3323, 1.0000000000000002), (1344, 1.0000000000000002), (5237, 1.0000000000000002), (10793, 0.86602540378443871), (26, 0.86602540378443871), (856, 0.86602540378443871), (6152, 0.86602540378443871), (17269, 0.86602540378443871)]"
29027,"[(30363, 1.0000000000000002), (23233, 1.0000000000000002), (30365, 1.0000000000000002), (15451, 0.77151674981045948), (24703, 0.77151674981045948), (32215, 0.77151674981045948), (6324, 0.77151674981045948), (24133, 0.77151674981045948), (3157, 0.77151674981045948), (30296, 0.73029674334022143)]"
10775,"[(26159, 0.99999999999999978), (28851, 0.81649658092772592), (28171, 0.81649658092772592), (32282, 0.81649658092772592), (9863, 0.81649658092772592), (16395, 0.81649658092772592), (114, 0.81649658092772592), (32869, 0.81649658092772592), (32870, 0.81649658092772592), (31327, 0.81649658092772592)]"
2170,"[(478, 1.0000000000000002), (4416, 0.81649658092772615), (878, 0.81649658092772615), (3223, 0.81649658092772615), (3222, 0.81649658092772615), (2176, 0.81649658092772615), (6428, 0.81649658092772615), (9566, 0.81649658092772615), (9274, 0.81649658092772615), (33048, 0.81649658092772615)]"
876,"[(341, 0.86602540378443871), (2030, 0.86602540378443871), (915, 0.86602540378443871), (1001, 0.86602540378443871), (825, 0.86602540378443871), (12791, 0.86602540378443871), (1365, 0.75), (589, 0.75), (2618, 0.75), (985, 0.75)]"
760,"[(448, 1.0000000000000002), (1011, 0.83333333333333348), (504, 0.83333333333333348), (1799, 0.83333333333333348), (2523, 0.83333333333333348), (26055, 0.73029674334022143), (20899, 0.73029674334022143), (479, 0.73029674334022143), (129, 0.73029674334022143), (762, 0.73029674334022143)]"
31370,"[(17933, 1.0000000000000002), (23889, 1.0000000000000002), (10805, 0.86602540378443871), (3702, 0.81649658092772592), (851, 0.81649658092772592), (28, 0.81649658092772592), (28069, 0.81649658092772592), (8532, 0.81649658092772592), (1655, 0.81649658092772592), (6713, 0.81649658092772592)]"
343,"[(3125, 0.79999999999999982), (9347, 0.79999999999999982), (10594, 0.79999999999999982), (17895, 0.7745966692414834), (10357, 0.7745966692414834), (9074, 0.7745966692414834), (7647, 0.7745966692414834), (15617, 0.7745966692414834), (605, 0.7745966692414834), (9496, 0.7745966692414834)]"
2300,"[(2808, 1.0), (5658, 1.0), (2283, 1.0), (938, 1.0), (3579, 1.0), (4486, 1.0), (2255, 1.0), (9040, 1.0), (1675, 1.0), (2299, 1.0)]"
20449,"[(10165, 1.0000000000000002), (26213, 1.0000000000000002), (17739, 1.0000000000000002), (32093, 1.0000000000000002), (66, 1.0000000000000002), (7062, 1.0000000000000002), (11239, 1.0000000000000002), (253, 1.0000000000000002), (9563, 1.0000000000000002), (3604, 1.0000000000000002)]"
27655,"[(6288, 1.0), (9241, 1.0), (2361, 1.0), (4371, 1.0), (10808, 1.0), (3399, 1.0), (31454, 1.0), (9385, 1.0), (2906, 1.0), (23259, 1.0)]"
9346,"[(14913, 0.99999999999999978), (11017, 0.99999999999999978), (10812, 0.99999999999999978), (5029, 0.81649658092772592), (30885, 0.81649658092772592), (20767, 0.81649658092772592), (3972, 0.81649658092772592), (8460, 0.81649658092772592), (815, 0.81649658092772592), (1614, 0.81649658092772592)]"
17677,"[(1303, 1.0000000000000002), (5220, 1.0000000000000002), (3323, 1.0000000000000002), (1344, 1.0000000000000002), (5237, 1.0000000000000002), (10793, 0.86602540378443871), (26, 0.86602540378443871), (856, 0.86602540378443871), (6152, 0.86602540378443871), (17269, 0.86602540378443871)]"
16157,"[(4712, 0.83333333333333348), (20479, 0.81649658092772615), (33075, 0.81649658092772615), (8215, 0.81649658092772615), (1769, 0.81649658092772615), (1743, 0.81649658092772615), (30276, 0.77151674981045948), (31772, 0.77151674981045948), (31704, 0.77151674981045948), (34134, 0.77151674981045948)]"
3745,"[(2450, 1.0000000000000002), (966, 1.0000000000000002), (8369, 1.0000000000000002), (6460, 1.0000000000000002), (8359, 1.0000000000000002), (8363, 1.0000000000000002), (8364, 1.0000000000000002), (8362, 1.0000000000000002), (6217, 1.0000000000000002), (8358, 1.0000000000000002)]"
291,"[(16706, 0.79999999999999982), (10080, 0.79999999999999982), (8525, 0.79999999999999982), (15117, 0.79999999999999982), (14669, 0.79999999999999982), (656, 0.79999999999999982), (3627, 0.79999999999999982), (22865, 0.79999999999999982), (394, 0.79999999999999982), (53, 0.79999999999999982)]"
29437,"[(5460, 0.89442719099991586), (32005, 0.89442719099991586), (6467, 0.89442719099991586), (21419, 0.89442719099991586), (1471, 0.89442719099991586), (18429, 0.89442719099991586), (1470, 0.89442719099991586), (1472, 0.89442719099991586), (1473, 0.89442719099991586), (28479, 0.89442719099991586)]"
1726,"[(31133, 1.0000000000000002), (20543, 0.86602540378443871), (31676, 0.86602540378443871), (4318, 0.86602540378443871), (2479, 0.86602540378443871), (3553, 0.86602540378443871), (2480, 0.86602540378443871), (32613, 0.81649658092772592), (33558, 0.81649658092772592), (10456, 0.81649658092772592)]"
2652,"[(2649, 0.99999999999999978), (2634, 0.99999999999999978), (2625, 0.99999999999999978), (2635, 0.99999999999999978), (2471, 0.9128709291752769), (2677, 0.9128709291752769), (2664, 0.9128709291752769), (2674, 0.9128709291752769), (2645, 0.9128709291752769), (2633, 0.9128709291752769)]"
2950,"[(15077, 0.99999999999999978), (9119, 0.99999999999999978), (7547, 0.99999999999999978), (31111, 0.99999999999999978), (9955, 0.99999999999999978), (29385, 0.99999999999999978), (29349, 0.99999999999999978), (23973, 0.99999999999999978), (30118, 0.99999999999999978), (20755, 0.99999999999999978)]"
2819,"[(2107, 1.0), (28683, 1.0), (17699, 1.0), (12929, 1.0), (9106, 1.0), (18331, 1.0), (18115, 0.89442719099991586), (14513, 0.89442719099991586), (31741, 0.89442719099991586), (22097, 0.89442719099991586)]"
1046,"[(2673, 1.0000000000000002), (2330, 1.0000000000000002), (2971, 1.0000000000000002), (5233, 1.0000000000000002), (4028, 1.0000000000000002), (3230, 1.0000000000000002), (4375, 1.0000000000000002), (607, 1.0000000000000002), (118, 1.0000000000000002), (33569, 1.0000000000000002)]"
16982,"[(23153, 0.99999999999999978), (14653, 0.89442719099991586), (16706, 0.79999999999999982), (10080, 0.79999999999999982), (8525, 0.79999999999999982), (4192, 0.79999999999999982), (18897, 0.79999999999999982), (15117, 0.79999999999999982), (2026, 0.79999999999999982), (24227, 0.79999999999999982)]"
